Employee_ID,First_Name,Last_Name,Age,Department,Region,Status,Join_Date,Salary,Salary_varience,Email,Phone,Performance_Score,Performance_numeric,Remote_Work,Tenure_variance,Years_Tenure
EMP1040,Bob,Williams,25,Sales,New York,Pending,6/27/2021,59271.96,Low,bob.williams@example.com,4386490809,Excellent,4,true,4,4–5 Years
EMP1041,Bob,Davis,30,HR,California,Active,6/16/2022,108362.15,High,bob.davis@example.com,8186617944,Excellent,4,false,3,3 Years
EMP1042,Alice,Johnson,N/a,HR,Nevada,Active,12/3/2024,59400.38,Low,alice.johnson@example.com,4918017225,Average,2,true,1,1 Year
EMP1043,Bob,Garcia,N/a,Admin,California,Inactive,5/23/2023,64744.08,Low,bob.garcia@example.com,164597793,Excellent,4,false,2,2 Years
EMP1044,Eva,Brown,N/a,Finance,California,Active,7/8/2020,94399.91,Up-Mid,eva.brown@example.com,5232194167,Good,3,true,5,4–5 Years
EMP1045,Alice,Brown,25,HR,New York,Pending,6/20/2021,61310.74,Low,alice.brown@example.com,61027768,Average,2,true,4,4–5 Years
EMP1046,Grace,Garcia,N/a,Cloud Tech,Texas,Active,12/13/2024,98371.37,Up-Mid,grace.garcia@example.com,7499564121,Excellent,4,false,1,1 Year
EMP1047,Alice,Davis,35,Sales,Illinois,Active,5/30/2022,58921.19,Low,alice.davis@example.com,310303722,Average,2,true,3,3 Years
EMP1048,Alice,Miller,35,Admin,Nevada,Active,9/27/2023,57195.55,Low,alice.miller@example.com,6831472759,Excellent,4,false,2,2 Years
EMP1049,Grace,Miller,N/a,DevOps,New York,Active,11/5/2024,61375.12,Low,grace.miller@example.com,1227770792,Excellent,4,true,1,1 Year
EMP1050,Charlie,Davis,40,Cloud Tech,New York,Pending,11/11/2021,104767.05,Up-Mid,charlie.davis@example.com,3496050165,Excellent,4,false,4,4–5 Years
EMP1051,David,Miller,35,Admin,Nevada,Active,2/22/2022,111051.67,High,david.miller@example.com,7998407677,Good,3,false,4,4–5 Years
EMP1052,David,Williams,30,Finance,California,Inactive,8/7/2024,105674.18,High,david.williams@example.com,9973080694,Good,3,false,1,1 Year
EMP1053,Alice,Brown,30,Finance,California,Inactive,11/5/2024,54859.45,Low,alice.brown@example.com,8146717956,Average,2,false,1,1 Year
EMP1054,Frank,Davis,N/a,Finance,Nevada,Pending,11/9/2021,115746.6,High,frank.davis@example.com,6024375737,Excellent,4,true,4,4–5 Years
EMP1055,Eva,Brown,30,Sales,California,Active,8/10/2020,91759.99,Up-Mid,eva.brown@example.com,3959724664,Excellent,4,true,5,4–5 Years
EMP1056,Frank,Garcia,40,Sales,Illinois,Active,2/27/2022,112965.33,High,frank.garcia@example.com,7293417222,Good,3,false,4,4–5 Years
EMP1057,Alice,Smith,40,Cloud Tech,Illinois,Pending,11/7/2023,100360.1,Up-Mid,alice.smith@example.com,2971674337,Excellent,4,false,2,2 Years
EMP1058,David,Williams,35,Finance,Texas,Pending,11/7/2021,93620.88,Up-Mid,david.williams@example.com,54522800,Good,3,false,4,4–5 Years
EMP1059,Bob,Jones,35,Sales,California,Pending,4/16/2022,72832.8,Low-Mid,bob.jones@example.com,5619318373,Excellent,4,true,3,3 Years
EMP1060,Charlie,Williams,30,Finance,Nevada,Inactive,10/19/2023,102369.42,Up-Mid,charlie.williams@example.com,5508428909,Average,2,true,2,2 Years
EMP1061,Eva,Davis,40,Sales,Texas,Inactive,8/10/2021,64712.79,Low,eva.davis@example.com,7711991807,Excellent,4,true,4,4–5 Years
EMP1062,Frank,Jones,40,Finance,Florida,Pending,3/13/2021,85782.18,Up-Mid,frank.jones@example.com,1213524786,Excellent,4,true,4,4–5 Years
EMP1063,Charlie,Smith,25,HR,Illinois,Pending,7/20/2023,93348.26,Up-Mid,charlie.smith@example.com,1255213759,Poor,1,false,2,2 Years
EMP1064,David,Davis,35,Admin,New York,Active,2/20/2020,53234.96,Low,david.davis@example.com,3754821455,Good,3,false,6,5+ Years
EMP1065,Bob,Johnson,40,Finance,Nevada,Pending,2/2/2021,100284.21,Up-Mid,bob.johnson@example.com,5328632665,Excellent,4,false,5,4–5 Years
EMP1066,Grace,Brown,30,Admin,Nevada,Pending,1/12/2020,112486.19,High,grace.brown@example.com,7850720810,Excellent,4,true,6,5+ Years
EMP1067,Bob,Smith,40,Admin,New York,Pending,11/26/2022,82518.49,Low-Mid,bob.smith@example.com,5562606028,Poor,1,true,3,3 Years
EMP1068,Bob,Brown,40,Admin,Florida,Pending,12/23/2022,119152.47,High,bob.brown@example.com,846684549,Poor,1,true,3,3 Years
EMP1069,Heidi,Miller,N/a,DevOps,Illinois,Inactive,8/28/2024,113479.83,High,heidi.miller@example.com,4892673898,Good,3,false,1,1 Year
EMP1070,Charlie,Johnson,40,Finance,California,Active,9/16/2024,94636.3,Up-Mid,charlie.johnson@example.com,7563410855,Poor,1,false,1,1 Year
EMP1071,Heidi,Johnson,30,HR,Florida,Active,1/1/2024,70000.97,Low-Mid,heidi.johnson@example.com,2884318847,Average,2,true,2,2 Years
EMP1072,Frank,Smith,N/a,Cloud Tech,New York,Active,4/18/2021,76812.47,Low-Mid,frank.smith@example.com,5200894345,Poor,1,false,4,4–5 Years
EMP1073,David,Johnson,25,Finance,Florida,Inactive,1/16/2023,82614.7,Low-Mid,david.johnson@example.com,8105485100,Average,2,true,3,3 Years
EMP1074,Grace,Jones,40,Sales,Nevada,Active,10/20/2024,111645.97,High,grace.jones@example.com,7490753997,Good,3,true,1,1 Year
EMP1075,Heidi,Johnson,25,HR,California,Inactive,10/13/2024,112414.91,High,heidi.johnson@example.com,9354492682,Good,3,false,1,1 Year
EMP1076,David,Brown,40,Admin,California,Inactive,9/21/2022,52031.74,Low,david.brown@example.com,1589357125,Good,3,true,3,3 Years
EMP1077,Grace,Brown,30,Finance,New York,Pending,12/29/2022,51887.65,Low,grace.brown@example.com,6110627370,Good,3,false,3,3 Years
EMP1078,Alice,Davis,25,DevOps,Florida,Active,11/10/2024,82318.89,Low-Mid,alice.davis@example.com,5869886496,Good,3,true,1,1 Year
EMP1079,Grace,Brown,35,Admin,Florida,Inactive,11/22/2021,103286.08,Up-Mid,grace.brown@example.com,6776228276,Average,2,false,4,4–5 Years
EMP1080,Grace,Davis,35,Cloud Tech,Florida,Active,3/14/2024,87759.33,Up-Mid,grace.davis@example.com,2881377027,Average,2,false,1,1 Year
EMP1081,Frank,Brown,30,DevOps,Texas,Pending,3/23/2020,102796.32,Up-Mid,frank.brown@example.com,5196115939,Good,3,false,5,4–5 Years
EMP1082,David,Jones,25,Sales,New York,Active,9/15/2020,83149.27,Low-Mid,david.jones@example.com,8215454469,Poor,1,true,5,4–5 Years
EMP1083,David,Garcia,40,DevOps,California,Inactive,12/9/2020,92412.49,Up-Mid,david.garcia@example.com,2296044326,Excellent,4,true,5,4–5 Years
EMP1084,Bob,Davis,30,HR,Texas,Pending,2/22/2020,115022.1,High,bob.davis@example.com,185106793,Good,3,false,6,5+ Years
EMP1085,Grace,Williams,40,DevOps,New York,Active,4/27/2023,98343.01,Up-Mid,grace.williams@example.com,9756792286,Poor,1,false,2,2 Years
EMP1086,Bob,Miller,35,DevOps,Illinois,Active,6/18/2024,118869.1,High,bob.miller@example.com,7725199662,Excellent,4,true,1,1 Year
EMP1087,Frank,Smith,N/a,Finance,Nevada,Inactive,5/21/2020,85417.26,Up-Mid,frank.smith@example.com,6580741208,Good,3,true,5,4–5 Years
EMP1088,Grace,Brown,40,Cloud Tech,Florida,Inactive,7/25/2023,112410.25,High,grace.brown@example.com,4818139889,Good,3,true,2,2 Years
EMP1089,Charlie,Johnson,40,Admin,Nevada,Pending,8/25/2023,68905.77,Low-Mid,charlie.johnson@example.com,9837801819,Average,2,false,2,2 Years
EMP1090,Heidi,Garcia,40,Finance,Nevada,Pending,7/3/2021,72561.32,Low-Mid,heidi.garcia@example.com,4339718955,Excellent,4,true,4,4–5 Years
EMP1091,Bob,Brown,35,Finance,New York,Inactive,3/13/2023,92723.22,Up-Mid,bob.brown@example.com,9070562607,Excellent,4,true,2,2 Years
EMP1092,Alice,Johnson,40,HR,New York,Inactive,3/10/2021,74837.75,Low-Mid,alice.johnson@example.com,5641118241,Poor,1,false,4,4–5 Years
EMP1093,Eva,Miller,N/a,DevOps,California,Pending,1/21/2020,86163.91,Up-Mid,eva.miller@example.com,2412462094,Average,2,true,6,5+ Years
EMP1094,David,Miller,40,Finance,Illinois,Active,11/15/2023,83326.52,Low-Mid,david.miller@example.com,2004615264,Average,2,true,2,2 Years
EMP1095,Heidi,Miller,25,Cloud Tech,California,Active,4/8/2022,98425.1,Up-Mid,heidi.miller@example.com,4610339936,Average,2,true,3,3 Years
EMP1096,Frank,Johnson,40,Sales,Illinois,Inactive,5/21/2022,119764.2,High,frank.johnson@example.com,8861405785,Average,2,false,3,3 Years
EMP1097,Frank,Brown,40,HR,California,Inactive,4/17/2021,58445.91,Low,frank.brown@example.com,1706304890,Excellent,4,false,4,4–5 Years
EMP1098,Bob,Miller,N/a,DevOps,New York,Active,3/19/2021,101702.33,Up-Mid,bob.miller@example.com,3824967182,Excellent,4,false,4,4–5 Years
EMP1099,Eva,Jones,25,Admin,California,Active,1/9/2022,N/A,Unknown,eva.jones@example.com,2582386869,Good,3,false,4,4–5 Years
EMP1100,Charlie,Davis,35,Cloud Tech,Texas,Pending,8/21/2021,98819.22,Up-Mid,charlie.davis@example.com,794200748,Good,3,false,4,4–5 Years
EMP1101,Heidi,Johnson,25,Cloud Tech,Illinois,Inactive,8/19/2022,83509.99,Low-Mid,heidi.johnson@example.com,4653984027,Average,2,false,3,3 Years
EMP1102,Alice,Johnson,35,Finance,Texas,Active,3/31/2022,84422.26,Low-Mid,alice.johnson@example.com,9141612845,Average,2,false,3,3 Years
EMP1103,Alice,Brown,30,Admin,Illinois,Inactive,6/23/2020,119574.27,High,alice.brown@example.com,3985547434,Average,2,true,5,4–5 Years
EMP1104,Grace,Johnson,N/a,Sales,Illinois,Active,5/7/2024,86580.08,Up-Mid,grace.johnson@example.com,5379502096,Good,3,true,1,1 Year
EMP1105,Heidi,Johnson,35,Sales,Florida,Inactive,3/10/2023,93471.91,Up-Mid,heidi.johnson@example.com,26876810,Poor,1,false,2,2 Years
EMP1106,Bob,Miller,30,DevOps,New York,Inactive,9/14/2023,55683.12,Low,bob.miller@example.com,8071569561,Poor,1,true,2,2 Years
EMP1107,Bob,Brown,30,Cloud Tech,Florida,Inactive,11/12/2023,91566.78,Up-Mid,bob.brown@example.com,175370303,Good,3,true,2,2 Years
EMP1108,David,Miller,35,DevOps,California,Pending,10/26/2024,81782.19,Low-Mid,david.miller@example.com,5319433749,Good,3,false,1,1 Year
EMP1109,Eva,Davis,N/a,DevOps,New York,Inactive,8/23/2020,88119.37,Up-Mid,eva.davis@example.com,4793036148,Good,3,true,5,4–5 Years
EMP1110,Eva,Garcia,30,Cloud Tech,Texas,Active,6/11/2024,71532.83,Low-Mid,eva.garcia@example.com,8728399920,Good,3,true,1,1 Year
EMP1111,Eva,Davis,40,Cloud Tech,Florida,Pending,9/14/2021,98981.36,Up-Mid,eva.davis@example.com,9212493842,Good,3,true,4,4–5 Years
EMP1112,Heidi,Garcia,40,Cloud Tech,Illinois,Active,12/26/2024,80242.01,Low-Mid,heidi.garcia@example.com,894870604,Good,3,true,1,1 Year
EMP1113,Eva,Miller,25,Cloud Tech,New York,Pending,9/8/2024,110236.18,High,eva.miller@example.com,6641877579,Average,2,true,1,1 Year
EMP1114,Alice,Davis,35,Sales,Texas,Active,8/21/2022,86327.47,Up-Mid,alice.davis@example.com,3046875062,Average,2,false,3,3 Years
EMP1115,Eva,Brown,30,Sales,Florida,Pending,7/25/2024,84420.81,Low-Mid,eva.brown@example.com,5190361331,Average,2,false,1,1 Year
EMP1116,Frank,Smith,40,HR,California,Pending,8/2/2020,110041.32,High,frank.smith@example.com,5411076094,Average,2,false,5,4–5 Years
EMP1117,Heidi,Miller,35,DevOps,Florida,Pending,3/16/2020,81837.81,Low-Mid,heidi.miller@example.com,4317350582,Good,3,true,5,4–5 Years
EMP1118,Frank,Garcia,25,Finance,Illinois,Active,9/8/2023,110855.72,High,frank.garcia@example.com,1997179109,Poor,1,false,2,2 Years
EMP1119,Alice,Jones,30,Sales,California,Pending,3/29/2024,84894.52,Low-Mid,alice.jones@example.com,651207048,Excellent,4,true,1,1 Year
EMP1120,Alice,Garcia,30,HR,Illinois,Active,8/12/2021,80668.13,Low-Mid,alice.garcia@example.com,6110804660,Good,3,true,4,4–5 Years
EMP1121,Bob,Jones,25,DevOps,Illinois,Active,12/24/2023,61086.47,Low,bob.jones@example.com,9639907675,Excellent,4,true,2,2 Years
EMP1122,Grace,Johnson,25,Admin,Texas,Inactive,8/28/2020,95339.68,Up-Mid,grace.johnson@example.com,9915078592,Poor,1,true,5,4–5 Years
EMP1123,Eva,Davis,N/a,DevOps,California,Inactive,9/5/2024,83774.97,Low-Mid,eva.davis@example.com,1109193927,Average,2,false,1,1 Year
EMP1124,Heidi,Jones,N/a,Admin,Florida,Active,5/12/2023,85576.86,Up-Mid,heidi.jones@example.com,4567972319,Poor,1,false,2,2 Years
EMP1125,Bob,Garcia,35,Finance,California,Pending,7/1/2021,107438.46,High,bob.garcia@example.com,249685497,Good,3,true,4,4–5 Years
EMP1126,Eva,Johnson,N/a,Sales,Nevada,Inactive,11/7/2024,60401.68,Low,eva.johnson@example.com,2274954507,Average,2,false,1,1 Year
EMP1127,Frank,Smith,35,Sales,Illinois,Inactive,7/21/2022,115299.66,High,frank.smith@example.com,9203880652,Good,3,true,3,3 Years
EMP1128,David,Brown,N/a,Finance,New York,Inactive,3/30/2020,72272.34,Low-Mid,david.brown@example.com,3315377958,Average,2,false,5,4–5 Years
EMP1129,Grace,Brown,40,DevOps,Nevada,Active,10/11/2022,117537.71,High,grace.brown@example.com,9594652169,Excellent,4,false,3,3 Years
EMP1130,Frank,Brown,25,Finance,Texas,Pending,7/24/2022,51074.33,Low,frank.brown@example.com,7303379336,Excellent,4,true,3,3 Years
EMP1131,Charlie,Jones,25,Finance,California,Inactive,6/30/2023,98489.32,Up-Mid,charlie.jones@example.com,5636205014,Excellent,4,false,2,2 Years
EMP1132,Frank,Smith,N/a,Finance,California,Pending,1/11/2024,112120.71,High,frank.smith@example.com,812473949,Poor,1,true,2,2 Years
EMP1133,Alice,Jones,N/a,Cloud Tech,New York,Pending,11/2/2023,114465.04,High,alice.jones@example.com,334234257,Good,3,false,2,2 Years
EMP1134,Bob,Davis,40,Cloud Tech,Nevada,Pending,11/22/2024,57035.51,Low,bob.davis@example.com,3230241025,Poor,1,true,1,1 Year
EMP1135,Eva,Jones,25,Cloud Tech,California,Active,8/23/2021,75092.43,Low-Mid,eva.jones@example.com,1534735527,Excellent,4,true,4,4–5 Years
EMP1136,David,Smith,N/a,Finance,Illinois,Pending,6/11/2024,62603.98,Low,david.smith@example.com,9611223385,Good,3,false,1,1 Year
EMP1137,Grace,Smith,N/a,DevOps,New York,Inactive,4/9/2023,60018.24,Low,grace.smith@example.com,5596309937,Excellent,4,false,2,2 Years
EMP1138,Eva,Davis,40,HR,Nevada,Active,7/5/2024,82567.73,Low-Mid,eva.davis@example.com,4253042896,Poor,1,true,1,1 Year
EMP1139,Charlie,Smith,25,Finance,California,Pending,9/4/2021,94725.71,Up-Mid,charlie.smith@example.com,3179128684,Poor,1,false,4,4–5 Years
EMP1140,Eva,Garcia,40,HR,New York,Inactive,10/13/2024,83824.56,Low-Mid,eva.garcia@example.com,7872558776,Poor,1,false,1,1 Year
EMP1141,Frank,Smith,N/a,HR,Nevada,Inactive,2/14/2020,118456.11,High,frank.smith@example.com,4969033372,Excellent,4,true,6,5+ Years
EMP1142,Eva,Brown,25,Sales,Nevada,Pending,4/10/2020,113743.19,High,eva.brown@example.com,6346692547,Good,3,true,5,4–5 Years
EMP1143,Eva,Garcia,30,Sales,California,Active,7/27/2023,63309.24,Low,eva.garcia@example.com,1214785389,Good,3,false,2,2 Years
EMP1144,Charlie,Garcia,25,DevOps,Nevada,Active,9/24/2021,105202.73,High,charlie.garcia@example.com,7895677664,Excellent,4,true,4,4–5 Years
EMP1145,Frank,Davis,30,Cloud Tech,California,Inactive,3/10/2024,79085.22,Low-Mid,frank.davis@example.com,7546027340,Good,3,true,1,1 Year
EMP1146,Frank,Williams,N/a,Sales,California,Active,6/10/2021,113983.43,High,frank.williams@example.com,5148881430,Excellent,4,true,4,4–5 Years
EMP1147,Eva,Williams,35,Cloud Tech,Florida,Active,10/15/2020,102790.6,Up-Mid,eva.williams@example.com,1150835353,Good,3,false,5,4–5 Years
EMP1148,Grace,Smith,N/a,HR,Texas,Inactive,1/29/2020,68512.1,Low-Mid,grace.smith@example.com,4439284043,Average,2,false,6,5+ Years
EMP1149,Frank,Garcia,35,Sales,Florida,Pending,1/30/2022,57584.23,Low,frank.garcia@example.com,5669078262,Average,2,true,4,4–5 Years
EMP1150,Alice,Williams,N/a,Sales,California,Pending,3/29/2021,95335.67,Up-Mid,alice.williams@example.com,3373898774,Poor,1,false,4,4–5 Years
EMP1151,Heidi,Williams,35,DevOps,Florida,Active,10/13/2020,53174.28,Low,heidi.williams@example.com,1536637779,Average,2,true,5,4–5 Years
EMP1152,Heidi,Smith,25,Cloud Tech,New York,Pending,10/4/2020,77205.21,Low-Mid,heidi.smith@example.com,5292407552,Average,2,false,5,4–5 Years
EMP1153,Grace,Williams,N/a,DevOps,Nevada,Active,12/18/2024,79041.92,Low-Mid,grace.williams@example.com,6668459089,Average,2,true,1,1 Year
EMP1154,Heidi,Jones,N/a,Finance,California,Active,11/14/2023,75937.1,Low-Mid,heidi.jones@example.com,2259999662,Excellent,4,true,2,2 Years
EMP1155,David,Johnson,35,Cloud Tech,Nevada,Inactive,1/20/2023,113118.73,High,david.johnson@example.com,6186371596,Average,2,false,3,3 Years
EMP1156,Alice,Davis,40,HR,New York,Active,10/2/2024,107693.38,High,alice.davis@example.com,4121820969,Average,2,true,1,1 Year
EMP1157,David,Johnson,N/a,Cloud Tech,Texas,Inactive,5/13/2021,119217.46,High,david.johnson@example.com,2316433480,Poor,1,false,4,4–5 Years
EMP1158,David,Smith,25,Sales,New York,Pending,3/18/2021,106913.71,High,david.smith@example.com,7058025661,Average,2,false,4,4–5 Years
EMP1159,Charlie,Brown,N/a,Cloud Tech,California,Active,9/23/2020,87815.08,Up-Mid,charlie.brown@example.com,1286716322,Average,2,true,5,4–5 Years
EMP1160,Bob,Davis,25,Admin,Texas,Inactive,6/5/2024,105190.21,High,bob.davis@example.com,4672994937,Good,3,true,1,1 Year
EMP1161,Alice,Smith,30,HR,Texas,Active,2/28/2024,79467.24,Low-Mid,alice.smith@example.com,7430271692,Poor,1,false,2,2 Years
EMP1162,Bob,Garcia,40,Finance,California,Pending,4/30/2023,57633.78,Low,bob.garcia@example.com,8597779013,Poor,1,true,2,2 Years
EMP1163,Alice,Brown,N/a,HR,Florida,Pending,3/4/2020,54257.78,Low,alice.brown@example.com,7546926328,Poor,1,true,5,4–5 Years
EMP1164,Grace,Johnson,40,DevOps,Texas,Inactive,12/29/2023,113679.06,High,grace.johnson@example.com,6762916031,Poor,1,true,2,2 Years
EMP1165,Bob,Smith,35,Sales,New York,Active,9/15/2020,69251.12,Low-Mid,bob.smith@example.com,4841376814,Poor,1,true,5,4–5 Years
EMP1166,Frank,Garcia,40,Sales,Illinois,Inactive,7/18/2022,85388.58,Up-Mid,frank.garcia@example.com,1185672437,Poor,1,true,3,3 Years
EMP1167,Bob,Davis,N/a,DevOps,New York,Inactive,7/13/2022,112166.37,High,bob.davis@example.com,701765635,Excellent,4,false,3,3 Years
EMP1168,Heidi,Davis,40,Finance,Nevada,Active,10/2/2021,79873.48,Low-Mid,heidi.davis@example.com,41257770,Average,2,false,4,4–5 Years
EMP1169,Frank,Miller,30,DevOps,Florida,Active,7/5/2020,108224.03,High,frank.miller@example.com,1837274219,Poor,1,true,5,4–5 Years
EMP1170,Bob,Garcia,35,Admin,Illinois,Active,4/16/2023,116963.72,High,bob.garcia@example.com,9124186209,Average,2,true,2,2 Years
EMP1171,Bob,Jones,40,HR,Nevada,Inactive,11/12/2024,114109.06,High,bob.jones@example.com,4275230836,Average,2,true,1,1 Year
EMP1172,Eva,Williams,N/a,HR,California,Active,3/29/2023,85518.88,Up-Mid,eva.williams@example.com,816470899,Excellent,4,false,2,2 Years
EMP1173,Heidi,Brown,30,Cloud Tech,California,Pending,1/22/2022,58041.97,Low,heidi.brown@example.com,6335331059,Poor,1,true,4,4–5 Years
EMP1174,David,Garcia,40,Sales,Illinois,Pending,10/14/2023,94988.94,Up-Mid,david.garcia@example.com,531312205,Good,3,false,2,2 Years
EMP1175,Eva,Miller,25,Admin,California,Pending,4/10/2024,71628.93,Low-Mid,eva.miller@example.com,8155839385,Excellent,4,false,1,1 Year
EMP1176,Alice,Williams,30,Admin,Illinois,Pending,3/31/2022,54870.98,Low,alice.williams@example.com,6133155205,Good,3,false,3,3 Years
EMP1177,Alice,Williams,25,DevOps,Illinois,Active,2/9/2022,79388.27,Low-Mid,alice.williams@example.com,5063731494,Average,2,true,4,4–5 Years
EMP1178,Frank,Smith,35,DevOps,California,Pending,5/6/2023,55946.99,Low,frank.smith@example.com,136497188,Average,2,false,2,2 Years
